Player,Span,matches,innings,not_out,runs,high_score,average,balls_faced,strike_rate,centuries,fifties,ducks,4s,6s,Unnamed: 15,format
RDM Leverock (BMUDA),2008-2008,2,,,,-,,,,,,,-,-,,T20
ML Lewis (AUS),2006-2006,2,,,,-,,,,,,,-,-,,T20
DSK Madushanka (SL),2018-2018,2,,,,-,,,,,,,-,-,,T20
GT Main (SCOT),2015-2016,4,,,,-,,,,,,,-,-,,T20
Mansoor Amjad (PAK),2008-2008,1,,,,-,,,,,,,-,-,,T20
M Markande (INDIA),2019-2019,1,,,,-,,,,,,,-,-,,T20
A Martin (WI),2011-2011,1,,,,-,,,,,,,-,-,,T20
B Masaba (UGA),2019-2019,1,,,,-,,,,,,,-,-,,T20
WT Mashinge (ZIM),2019-2019,2,,,,-,,,,,,,-,-,,T20
GJ McCarter (IRE),2015-2015,3,,,,-,,,,,,,-,-,,T20
SC Meaker (ENG),2012-2012,2,,,,-,,,,,,,-,-,,T20
Mihusan Hamid (Mald),2019-2019,1,,,,-,,,,,,,-,-,,T20
Mohammad Shahid (BDESH),2016-2016,1,,,,-,,,,,,,-,-,,T20
Mohammed Shami (INDIA),2014-2019,8,,,,-,,,,,,,-,-,,T20
Mohammed Siraj (INDIA),2017-2018,3,,,,-,,,,,,,-,-,,T20
GMC Mol (NL),2008-2008,1,,,,-,,,,,,,-,-,,T20
Muhammad Amir (MAL),2019-2019,1,,,,-,,,,,,,-,-,,T20
Muhammad Musa (PAK),2019-2019,1,,,,-,,,,,,,-,-,,T20
Mukhtiar Singh (ESP),2019-2019,2,,,,-,,,,,,,-,-,,T20
Musawar Shah (QAT),2019-2019,2,,,,-,,,,,,,-,-,,T20
M Mwamadi (MWI),2019-2019,3,,,,-,,,,,,,-,-,,T20
M Nandela (Mex),2019-2019,2,,,,-,,,,,,,-,-,,T20
Nasir Aziz (UAE),2015-2015,1,,,,-,,,,,,,-,-,,T20
NH Naureen (ESP),2019-2019,1,,,,-,,,,,,,-,-,,T20
Nawazish Jezuli (Saudi),2019-2019,1,,,,-,,,,,,,-,-,,T20
P Negi (INDIA),2016-2016,1,,,,-,,,,,,,-,-,,T20
A Neill (SCOT),2019-2019,5,,,,-,,,,,,,-,-,,T20
R Ngarava (ZIM),2019-2019,1,,,,-,,,,,,,-,-,,T20
G Nikitas (),2019-2019,2,,,,-,,,,,,,-,-,,T20
F Nkhoma (MWI),2019-2019,4,,,,-,,,,,,,-,-,,T20
A Nortje (SA),2019-2019,1,,,,-,,,,,,,-,-,,T20
IE O'Brien (NZ),2009-2009,4,,,,-,,,,,,,-,-,,T20
E Ochieng (KENYA),2019-2019,2,,,,-,,,,,,,-,-,,T20
RJG Palmer (JER),2019-2019,2,,,,-,,,,,,,-,-,,T20
MA Parker (SCOT),2012-2012,2,,,,-,,,,,,,-,-,,T20
MW Parkinson (ENG),2019-2019,2,,,,-,,,,,,,-,-,,T20
AY Patel (NZ),2018-2018,2,,,,-,,,,,,,-,-,,T20
J Perman (ESP),2019-2019,2,,,,-,,,,,,,-,-,,T20
V Permaul (WI),2018-2018,1,,,,-,,,,,,,-,-,,T20
R Pisal (ROM),2019-2019,1,,,,-,,,,,,,-,-,,T20
KTGD Prasad (SL),2011-2011,1,,,,-,,,,,,,-,-,,T20
M Pushpakumara (SL),2009-2009,1,,,,-,,,,,,,-,-,,T20
S Qeshile (SA),2019-2019,2,,,,-,,,,,,,-,-,,T20
Raja Adeel (ESP),2019-2019,3,,,,-,,,,,,,-,-,,T20
Rashid Khan (NEPAL),2019-2019,1,,,,-,,,,,,,-,-,,T20
KA Reynolds (Blz),2019-2019,3,,,,-,,,,,,,-,-,,T20
Robiul Islam (BDESH),2013-2013,1,,,,-,,,,,,,-,-,,T20
Rokhan Barakzai (AFG),2015-2015,3,,,,-,,,,,,,-,-,,T20
AK Sah (NEPAL),2018-2018,1,,,,-,,,,,,,-,-,,T20
Sajedul Islam (BDESH),2013-2013,1,,,,-,,,,,,,-,-,,T20
Saqlain Sajib (BDESH),2016-2016,1,,,,-,,,,,,,-,-,,T20
JD Schoonheim (NL),2008-2008,1,,,,-,,,,,,,-,-,,T20
K Senamontree (THAI),2019-2019,2,,,,-,,,,,,,-,-,,T20
Shabbir Ahmed (PAK),2007-2007,1,,,,-,,,,,,,-,-,,T20
Shaffeq Muhammad (),2019-2019,2,,,,-,,,,,,,-,-,,T20
Sharif Asadullah (UAE),2014-2014,1,,,,-,,,,,,,-,-,,T20
KV Sharma (INDIA),2014-2014,1,,,,-,,,,,,,-,-,,T20
R Sharma (INDIA),2012-2012,2,,,,-,,,,,,,-,-,,T20
NK Shetty (Mex),2019-2019,2,,,,-,,,,,,,-,-,,T20
S Singh (PHI),2019-2019,4,,,,-,,,,,,,-,-,,T20
Soheel Hussain (Belg),2019-2019,1,,,,-,,,,,,,-,-,,T20
BB Sran (INDIA),2016-2016,2,,,,-,,,,,,,-,-,,T20
H Srinivasan (GER),2019-2019,1,,,,-,,,,,,,-,-,,T20
TJ Stephenson (Blz),2019-2019,1,,,,-,,,,,,,-,-,,T20
P Syafiq Ali (MAL),2019-2019,2,,,,-,,,,,,,-,-,,T20
Tanvir Ahmed (PAK),2010-2010,1,,,,-,,,,,,,-,-,,T20
SN Thakur (INDIA),2018-2018,7,,,,-,,,,,,,-,-,,T20
J Thinley (BHU),2019-2019,2,,,,-,,,,,,,-,-,,T20
AC Thomas (SA),2007-2007,1,,,,-,,,,,,,-,-,,T20
DC Thomas (WI),2009-2013,3,,,,-,,,,,,,-,-,,T20
GC Tonge (WI),2009-2009,1,,,,-,,,,,,,-,-,,T20
CT Tremlett (ENG),2007-2007,1,,,,-,,,,,,,-,-,,T20
S Tyagi (INDIA),2009-2009,1,,,,-,,,,,,,-,-,,T20
JD Unadkat (INDIA),2016-2018,10,,,,-,,,,,,,-,-,,T20
MB van Schelven (NL),2015-2015,2,,,,-,,,,,,,-,-,,T20
Vichanath Singh (THAI),2019-2019,4,,,,-,,,,,,,-,-,,T20
DJ Vilas (SA),2012-2012,1,,,,-,,,,,,,-,-,,T20
Vimal Kumar (PHI),2019-2019,2,,,,-,,,,,,,-,-,,T20
Vishal Ahir (PNM),2019-2019,1,,,,-,,,,,,,-,-,,T20
Waqas Maqsood (PAK),2018-2018,1,,,,-,,,,,,,-,-,,T20
SR Welsh (CAN),2008-2008,1,,,,-,,,,,,,-,-,,T20
SG Whittingham (SCOT),2018-2018,3,,,,-,,,,,,,-,-,,T20
LJ Woodcock (NZ),2010-2011,3,,,,-,,,,,,,-,-,,T20
Zamir Khan (AFG),2012-2012,1,,,,-,,,,,,,-,-,,T20
S Zargar (Mex),2019-2019,1,,,,-,,,,,,,-,-,,T20
Ziaur Rahman (AFG),2019-2019,1,,,,-,,,,,,,-,-,,T20
